;id;day;airline;destination;dest_region;dest_size;boarding_area;dept_time;wait_min;no_pass;cleanliness;safety;satisfaction
2232;2731;Thursday;DELTA;LOS ANGELES;West US;Hub;Gates 40-48;31.12.2018;80.0;172;Somewhat clean;Somewhat safe;1
2233;1160;Tuesday;SOUTHWEST;LOS ANGELES;West US;Hub;Gates 20-39;31.12.2018;100.0;186;Clean;Somewhat safe;1
2234;3;Tuesday;SOUTHWEST;LOS ANGELES;West US;    Hub;Gates 20-39;31.12.2018;80.0;253;Clean;Somewhat safe;1
2236;2488;Friday;ALASKA;SALT LAKE CITY;West US;Medium;Gates 1-12;31.12.2018;140.0;261;Somewhat clean;Somewhat safe;1
2237;1537;Thursday;DELTA;NEW YORK-JFK;East US;Hub;Gates 40-48;31.12.2018;105.0;205;Somewhat clean;Neutral;0
2239;1310;Tuesday;UNITED INTL;LONDON HEATHROW;Europe;Hub;Gates 91-102;31.12.2018;180.0;175;Somewhat clean;Very safe;1
2240;1201;Tuesday;SOUTHWEST;LAS VEGAS;West US;Hub;Gates 20-39;31.12.2018;64.9999999999999;210;Somewhat clean;Somewhat safe;1
2241;2102;Monday;UNITED INTL;MEXICO CITY;Canada/Mexico;Hub;Gates 91-102;31.12.2018;160.0;106;Somewhat clean;Somewhat safe;1
2242;2523;Saturday;UNITED;NEWARK;East US;Hub;Gates 70-90;31.12.2018;120.0;232;Clean;Very safe;1
2243;389;Friday;ALASKA;INDIANAPOLIS;Midwest US;Medium;Gates 50-59;31.12.2018;380.0;229;Clean;Somewhat safe;1
2244;2046;Friday;BRITISH AIRWAYS;LONDON HEATHROW;eur;    Hub;Gates 1-12;31.12.2018;160.0;145;Somewhat clean;Very safe;0
2245;1594;Wednesday;SINGAPORE AIRLINES;SINGAPORE;Asia;Hub     ;Gates 91-102;31.12.2018;120.0;138;Average;Neutral;0
2246;1338;Tuesday;UNITED INTL;KANSAI;Asia;Hub;Gates 91-102;31.12.2018;215.0;256;Somewhat clean;Very safe;1
2247;2390;Wednesday;UNITED INTL;SYDNEY;Australia/New Zealand;Hub;Gates 91-102;31.12.2018;695.0;102;Somewhat clean;Very safe;1
2248;1980;Friday;CATHAY PACIFIC;HONG KONG;Asia;Hub;Gates 1-12;31.12.2018;245.0;179;Clean;Very safe;1
2249;3015;Tuesday;UNITED;WASHINGTON DC-DULLES;East US;Medium;Gates 70-90;31.12.2018;110.0;233;Somewhat clean;Neutral;1
2250;1622;Thursday;VIRGIN ATLANTIC;LONDON HEATHROW;Europe;Hub;Gates 1-12;31.12.2018;170.0;153;Somewhat clean;Very safe;1
2251;2420;Wednesday;AIR NEW ZEALAND;AUCKLAND;Australia/New Zealand;Medium;Gates 91-102;31.12.2018;225.0;272;Clean;Very safe;1
2252;1300;Tuesday;UNITED INTL;LONDON HEATHROW;Europe;Hub;Gates 91-102;31.12.2018;110.0;140;Somewhat clean;Somewhat safe;1
2253;2692;Wednesday;AIR FRANCE/KLM;PARIS-DE GAULLE;Europe;Hub;Gates 1-12;31.12.2018;150.0;162;Clean;Very safe;1
2254;3101;Sunday;ALASKA;NEWARK;East US;Hub;Gates 50-59;31.12.2018;155.0;222;Clean;Very safe;1
2255;3136;Sunday;ALASKA;NEWARK;East US;Hub;Gates 50-59;31.12.2018;125.0;220;Clean;Very safe;1
2256;1525;Wednesday;ALASKA;LOS ANGELES;West US;    Hub;Gates 40-48;31.12.2018;150.0;169;Average;Very safe;1
2257;1154;Tuesday;SOUTHWEST;LOS ANGELES;West US;Hub;Gates 20-39;31.12.2018;60.00000000000011;170;Somewhat clean;Very safe;1
2258;1583;Wednesday;UNITED INTL;HONG KONG;Asia;Hub     ;Gates 91-102;31.12.2018;150.0;131;Clean;Very safe;1
2259;2970;Wednesday;AMERICAN;CHARLOTTE;East US;Hub;Gates 50-59;31.12.2018;105.0;128;Somewhat clean;Very safe;1
2260;2236;Thursday;SOUTHWEST;PHOENIX;West US;    Hub;Gates 20-39;31.12.2018;110.0;189;Clean;Very safe;1
2261;3145;Thursday;DELTA;SALT LAKE CITY;West US;Medium;Gates 40-48;31.12.2018;45.0;125;Clean;Somewhat safe;1
2262;1616;Thursday;VIRGIN ATLANTIC;LONDON HEATHROW;Europe;Hub;Gates 1-12;31.12.2018;140.0;200;Clean;Very safe;1
2263;2343;Wednesday;UNITED;AUSTIN;Midwest US;Medium;Gates 70-90;31.12.2018;105.0;206;Somewhat clean;Very safe;1
2266;2455;Friday;ALASKA;SALT LAKE CITY;West US;Medium     ;Gates 1-12;31.12.2018;150.0;191;Average;Very safe;1
2267;1319;Thursday;JETBLUE;NEW YORK-JFK;East US;Hub;Gates 1-12;31.12.2018;276.0;102;Clean;Very safe;1
2268;839;Sunday;ALASKA;SEATTLE;West US;Hub;Gates 50-59;31.12.2018;185.0;283;Somewhat clean;Very safe;1
2269;311;Thursday;UNITED;SAN DIEGO;West US;Medium;Gates 70-90;31.12.2018;122.0;269;Somewhat clean;Somewhat safe;1
2270;2072;Friday;JETBLUE;LONG BEACH;West US;Small;Gates 1-12;31.12.2018;79.0;254;Clean;Very safe;1
2272;1228;Tuesday;SOUTHWEST;LAS VEGAS;West US;Hub;Gates 20-39;31.12.2018;59.99999999999989;157;Somewhat clean;Very safe;1
2273;773;Thursday;UNITED INTL;SAN JOSE DEL CABO;Canada/Mexico;    Small;Gates 91-102;31.12.2018;240.0;262;Somewhat clean;Very safe;1
2274;2666;Saturday;JETBLUE;BOSTON;East US;Large;Gates 1-12;31.12.2018;132.0;288;Clean;Very safe;1
2275;2428;Wednesday;AIR NEW ZEALAND;AUCKLAND;Australia/New Zealand;Medium;Gates 91-102;31.12.2018;160.0;156;Clean;Somewhat safe;1
2276;1329;Tuesday;UNITED INTL;SHANGHAI;Asia;Hub     ;Gates 91-102;31.12.2018;260.0;120;Clean;Very safe;1
2277;833;Sunday;ALASKA;NASHVILLE;Midwest US;Medium;Gates 50-59;31.12.2018;246.0;134;Clean;Very safe;1
2278;2583;Saturday;JETBLUE;LONG BEACH;West US;Small;Gates 1-12;31.12.2018;123.0;160;Clean;Very safe;1
2279;3153;Tuesday;UNITED;SAN DIEGO;West US;Medium;Gates 60-69;31.12.2018;74.9999999999999;169;Somewhat clean;Somewhat safe;1
2280;2780;Thursday;DELTA;ATLANTA;East US;Hub;Gates 40-48;31.12.2018;120.0;148;Somewhat clean;Very safe;1
2282;2471;Friday;ALASKA;SALT LAKE CITY;West US;Medium;Gates 1-12;31.12.2018;105.0;258;Somewhat clean;Neutral;1
2283;423;Sunday;UNITED;HONOLULU;West US;Medium;Gates 70-90;31.12.2018;105.0;185;Somewhat clean;Somewhat safe;1
2284;1855;Sunday;ALASKA;KAHULUI;West US;    Small;Gates 50-59;31.12.2018;175.0;186;Clean;Very safe;1
2285;2190;Thursday;CATHAY PACIFIC;HONG KONG;Asia;Hub;Gates 1-12;31.12.2018;125.0;299;Average;Very safe;0
2288;3115;Tuesday;UNITED;SPOKANE;West US;Small;Gates 70-90;31.12.2018;157.0;238;Clean;Very safe;1
2289;1423;Saturday;UNITED;KANSAS CITY;Midwest US;Medium;Gates 70-90;31.12.2018;59.99999999999989;120;Somewhat clean;Very safe;1
2290;601;Thursday;JETBLUE;BOSTON;EAST US;    Large;Gates 1-12;31.12.2018;102.0;151;Average;Very safe;0
2291;2533;Saturday;JETBLUE;LONG BEACH;West US;Small     ;Gates 1-12;31.12.2018;108.0;222;Somewhat clean;Very safe;1
2292;939;Friday;AIR CANADA;TORONTO;Canada/Mexico;Hub;Gates 91-102;31.12.2018;210.0;300;Somewhat clean;Somewhat safe;0
2293;1266;Thursday;CATHAY PACIFIC;HONG KONG;Asia;    Hub;Gates 1-12;31.12.2018;155.0;214;Clean;Somewhat safe;1
2294;359;Friday;LUFTHANSA;FRANKFURT;Europe;Hub;Gates 91-102;31.12.2018;120.0;205;Average;Somewhat safe;0
2295;934;Friday;AIR CANADA;TORONTO;Canada/Mexico;Hub;Gates 91-102;31.12.2018;180.0;206;Average;Somewhat safe;1
2296;1686;Saturday;CATHAY PACIFIC;HONG KONG;Asia;    Hub;Gates 1-12;31.12.2018;275.0;144;Average;Neutral;0
2297;2078;Thursday;AMERICAN;PHILADELPHIA;East US;Large;Gates 50-59;31.12.2018;112.0;105;Clean;Very safe;1
2300;1568;Wednesday;UNITED INTL;HONG KONG;Asia;Hub;Gates 91-102;31.12.2018;150.0;236;Clean;Very safe;1
2303;2003;Friday;AIR FRANCE/KLM;PARIS-DE GAULLE;Europe;Hub;Gates 1-12;31.12.2018;185.0;169;Clean;Neutral;1
2304;2414;Wednesday;AIR NEW ZEALAND;AUCKLAND;Australia/New Zealand;Medium;Gates 91-102;31.12.2018;250.0;114;Somewhat clean;Very safe;1
2305;1405;Saturday;UNITED;KANSAS CITY;Midwest US;Medium;Gates 70-90;31.12.2018;180.0;111;Somewhat clean;Very safe;1
2306;861;Tuesday;AMERICAN;DALLAS-FT. WORTH;Midwest US;Hub;Gates 50-59;31.12.2018;175.0;166;Clean;Neutral;1
2307;2710;Wednesday;AIR FRANCE/KLM;PARIS-DE GAULLE;Europe;Hub;Gates 1-12;31.12.2018;240.0;233;Clean;Somewhat safe;1
2308;1730;Monday;AIR CANADA;TORONTO;Canada/Mexico;Hub;Gates 91-102;31.12.2018;180.0;264;Clean;Very safe;1
2310;2044;Friday;BRITISH AIRWAYS;LONDON HEATHROW;Europe;Hub;Gates 1-12;31.12.2018;180.0;268;Clean;Neutral;1
2312;894;Tuesday;ALASKA;RALEIGH-DURHAM;East US;Medium;Gates 50-59;31.12.2018;170.0;125;Clean;Somewhat safe;0
2313;1981;Friday;AIR FRANCE/KLM;AMSTERDAM;eur;Hub     ;Gates 1-12;31.12.2018;175.0;221;Clean;Somewhat safe;1
2314;2544;Tuesday;JETBLUE;LONG BEACH;West US;Small;Gates 1-12;31.12.2018;75.0;174;Somewhat clean;Neutral;0
2316;2512;Friday;UNITED;CHICAGO-O'HARE;Midwest US;Hub;Gates 60-69;31.12.2018;139.0;257;Clean;Somewhat safe;1
2317;540;Thursday;ALASKA;PUERTO VALLARTA;Canada/Mexico;Small;Gates 50-59;31.12.2018;240.0;199;Somewhat clean;Very safe;1
2318;2339;Tuesday;DELTA;MINNEAPOLIS-ST. PAUL;Midwest US;Hub;Gates 40-48;31.12.2018;95.0000000000001;190;Somewhat clean;Very safe;1
2319;453;Sunday;ALASKA;LAS VEGAS;West US;    Hub;Gates 50-59;31.12.2018;240.0;107;Clean;Neutral;1
2320;1344;Tuesday;UNITED INTL;SHANGHAI;Asia;Hub;Gates 91-102;31.12.2018;80.0;275;Clean;Very safe;1
2321;1082;Friday;AIR CANADA;CALGARY;Canada/Mexico;Medium;Gates 91-102;31.12.2018;95.0000000000001;271;Somewhat clean;Very safe;1
2322;2686;Wednesday;AIR FRANCE/KLM;PARIS-DE GAULLE;eur;Hub     ;Gates 1-12;31.12.2018;210.0;259;Average;Somewhat safe;1
2323;2809;Thursday;DELTA;LOS ANGELES;West US;Hub;Gates 40-48;31.12.2018;90.0;195;Average;Neutral;0
2324;2356;Tuesday;JETBLUE;FT. LAUDERDALE;EAST US;Large     ;Gates 1-12;31.12.2018;131.0;176;Somewhat clean;Somewhat safe;1
2325;2071;Thursday;AMERICAN;PHILADELPHIA;East US;Large;Gates 50-59;31.12.2018;147.0;145;Somewhat clean;Very safe;1
2326;337;Wednesday;SOUTHWEST;PHOENIX;West US;    Hub;Gates 20-39;31.12.2018;150.0;174;Average;Somewhat safe;0
2327;1223;Tuesday;SOUTHWEST;LAS VEGAS;West US;Hub;Gates 20-39;31.12.2018;90.0;235;Somewhat clean;Very safe;0
2328;2931;Tuesday;SOUTHWEST;SAN DIEGO;West US;Medium;Gates 20-39;31.12.2018;105.0;129;Clean;Somewhat safe;1
2329;897;Tuesday;ALASKA;RALEIGH-DURHAM;East US;Medium;Gates 50-59;31.12.2018;220.0;271;Clean;Very safe;1
2330;2111;Monday;UNITED INTL;MEXICO CITY;Canada/Mexico;    Hub;Gates 91-102;31.12.2018;100.0;141;Clean;Somewhat safe;1
2332;1878;Wednesday;SINGAPORE AIRLINES;SINGAPORE;Asia;Hub;Gates 91-102;31.12.2018;180.0;299;Somewhat clean;Somewhat safe;1
2333;2893;Sunday;WOW;REYKJAVIK;Europe;Small;Gates 1-12;31.12.2018;175.0;100;Average;Somewhat safe;0
2334;3043;Tuesday;AMERICAN;DALLAS-FT. WORTH;Midwest US;Hub     ;Gates 50-59;31.12.2018;230.0;100;Somewhat clean;Very safe;1
2335;369;Friday;ALASKA;SAN JOSE DEL CABO;Canada/Mexico;Small;Gates 50-59;31.12.2018;130.0;298;Somewhat clean;Very safe;1
2336;1720;Monday;AIR CANADA;TORONTO;Canada/Mexico;Hub;Gates 91-102;31.12.2018;150.0;299;Clean;Very safe;1
2337;2712;Tuesday;SOUTHWEST;DENVER;West US;Hub;Gates 20-39;31.12.2018;200.0;160;Somewhat clean;Very safe;1
2338;2135;Wednesday;AIR CANADA;VANCOUVER;Canada/Mexico;Medium;Gates 91-102;31.12.2018;94.99999999999979;225;Average;Very safe;0
2339;1384;Tuesday;UNITED INTL;PARIS-DE GAULLE;Europe;Hub;Gates 91-102;31.12.2018;90.0;201;Somewhat clean;Very safe;1
2341;2895;Sunday;WOW;REYKJAVIK;Europe;Small;Gates 1-12;31.12.2018;160.0;158;Somewhat clean;Very safe;1
2342;804;Sunday;ALASKA;BALTIMORE;East US;Medium;Gates 50-59;31.12.2018;155.0;279;Somewhat clean;Very safe;0
2343;2507;Friday;UNITED;CHICAGO-O'HARE;Midwest US;Hub;Gates 60-69;31.12.2018;139.0;211;Average;Very safe;1
2345;992;Friday;LUFTHANSA;MUNICH;Europe;Hub;Gates 91-102;31.12.2018;220.0;280;Somewhat clean;Somewhat safe;1
2346;382;Friday;ALASKA;LOS ANGELES;West US;Hub;Gates 50-59;31.12.2018;145.0;112;Clean;Somewhat safe;0
2347;625;Thursday;ALASKA;NEWARK;East US;Hub;Gates 50-59;31.12.2018;65.0;291;Somewhat clean;Somewhat safe;1
2348;3110;Sunday;ALASKA;NEWARK;East US;Hub;Gates 50-59;31.12.2018;94.99999999999979;204;Somewhat clean;Somewhat safe;1
2349;1535;Thursday;DELTA;NEW YORK-JFK;East US;Hub;Gates 40-48;31.12.2018;275.0;237;Clean;Very safe;1
2351;1307;Tuesday;UNITED INTL;LONDON HEATHROW;Europe;Hub;Gates 91-102;31.12.2018;110.0;211;Clean;Somewhat safe;1
2352;760;Sunday;ALASKA;NEW YORK-JFK;East US;Hub;Gates 50-59;31.12.2018;120.0;268;Clean;Very safe;1
2354;2772;Wednesday;UNITED;AUSTIN;Midwest US;Medium;Gates 70-90;31.12.2018;90.0;237;Somewhat clean;Very safe;1
2355;1802;Monday;UNITED INTL;LONDON HEATHROW;Europe;Hub;Gates 91-102;31.12.2018;205.0;187;Somewhat clean;Somewhat safe;1
2356;545;Thursday;EMIRATES;DUBAI;middle east;    Hub;Gates 1-12;31.12.2018;165.0;135;Average;Very safe;1
2357;1691;Saturday;CATHAY PACIFIC;HONG KONG;Asia;Hub;Gates 1-12;31.12.2018;155.0;166;Average;Somewhat safe;0
2358;1495;Wednesday;FRONTIER;DENVER;West US;Hub;Gates 20-39;01.01.2018;179.0;205;Somewhat clean;Neutral;0
2359;362;Friday;ALASKA;NEWARK;East US;Hub;Gates 50-59;31.12.2018;95.0000000000001;169;Clean;Very safe;1
2360;1442;Saturday;UNITED;PORTLAND;West US;    Medium;Gates 70-90;31.12.2018;340.0;245;Average;Very safe;0
2361;963;Friday;LUFTHANSA;MUNICH;eur;    Hub;Gates 91-102;31.12.2018;175.0;247;Somewhat clean;Very safe;1
2362;1401;Tuesday;UNITED INTL;PARIS-DE GAULLE;Europe;Hub;Gates 91-102;31.12.2018;120.0;100;Clean;Very safe;1
2363;838;Sunday;ALASKA;SEATTLE;West US;Hub;Gates 50-59;31.12.2018;155.0;222;Average;Neutral;0
2364;3119;Sunday;COPA;PANAMA CITY;Central/South America;Medium;Gates 1-12;31.12.2018;173.0;286;Somewhat clean;Very safe;1
2365;379;Friday;ALASKA;SAN JOSE DEL CABO;Canada/Mexico;Small;Gates 50-59;31.12.2018;105.0;211;Clean;Neutral;1
2366;3273;Tuesday;UNITED;LAS VEGAS;West US;Hub;Gates 70-90;31.12.2018;145.0;229;Somewhat clean;Very safe;0
2367;1831;Monday;TURKISH AIRLINES;ISTANBUL;middle east;Hub     ;Gates 91-102;31.12.2018;285.0;290;Clean;Somewhat safe;1
2368;2719;Thursday;DELTA;LOS ANGELES;West US;Hub;Gates 40-48;31.12.2018;130.0;221;Somewhat clean;Very safe;1
2369;2214;Thursday;SOUTHWEST;PHOENIX;West US;    Hub;Gates 20-39;31.12.2018;135.0;116;Somewhat dirty;Somewhat safe;0
2370;1818;Monday;UNITED INTL;LONDON HEATHROW;Europe;Hub;Gates 91-102;31.12.2018;275.0;129;Clean;Somewhat safe;1
2371;2623;Saturday;INTERJET;GUADALAJARA;Canada/Mexico;Medium;Gates 1-12;31.12.2018;165.0;285;Clean;Very safe;1
2372;1618;Thursday;VIRGIN ATLANTIC;LONDON HEATHROW;Europe;Hub;Gates 1-12;31.12.2018;140.0;195;Average;Somewhat safe;1
2373;1241;Thursday;CHINA EASTERN;SHANGHAI;Asia;    Hub;Gates 1-12;31.12.2018;180.0;248;Somewhat clean;Neutral;0
2374;2588;Saturday;JETBLUE;LONG BEACH;West US;Small;Gates 1-12;31.12.2018;83.0;277;Clean;Very safe;1
2375;1481;Wednesday;AVIANCA;SAN SALVADOR;Central/South America;Small;Gates 1-12;31.12.2018;175.0;132;Clean;Very safe;1
2376;2944;Tuesday;SOUTHWEST;SAN DIEGO;West US;Medium;Gates 20-39;31.12.2018;135.0;196;Clean;Very safe;1
2377;595;Thursday;ALASKA;WASHINGTON DC-DULLES;East US;Medium;Gates 50-59;31.12.2018;135.0;254;Clean;Very safe;1
2378;2074;Friday;JETBLUE;LONG BEACH;West US;Small;Gates 1-12;31.12.2018;229.0;150;Average;Very safe;1
2379;1284;Tuesday;UNITED INTL;LONDON HEATHROW;Europe;Hub;Gates 91-102;31.12.2018;185.0;259;Clean;Somewhat safe;1
2380;2129;Monday;UNITED INTL;MEXICO CITY;Canada/Mexico;Hub;Gates 91-102;31.12.2018;970.0;254;Somewhat clean;Very safe;1
2381;1158;Tuesday;SOUTHWEST;SAN DIEGO;West US;Medium;Gates 20-39;31.12.2018;74.9999999999999;107;Somewhat clean;Somewhat safe;1
2382;2637;Tuesday;UNITED;CHICAGO-O'HARE;Midwest US;Hub;Gates 60-69;31.12.2018;150.0;193;Clean;Very safe;1
2383;1359;Tuesday;UNITED INTL;KANSAI;Asia;Hub;Gates 91-102;31.12.2018;245.0;148;Somewhat clean;Very safe;1
2384;461;Sunday;UNITED;DALLAS-FT. WORTH;Midwest US;Hub;Gates 60-69;31.12.2018;246.0;133;Somewhat clean;Somewhat safe;1
2385;812;Sunday;ALASKA;BALTIMORE;East US;Medium;Gates 50-59;31.12.2018;160.0;234;Somewhat clean;Neutral;1
2386;799;Sunday;ALASKA;BALTIMORE;East US;Medium;Gates 50-59;31.12.2018;155.0;196;Somewhat clean;Somewhat safe;1
2387;1316;Tuesday;UNITED INTL;LONDON HEATHROW;Europe;Hub;Gates 91-102;31.12.2018;200.0;124;Somewhat clean;Somewhat safe;1
2388;401;Sunday;UNITED;HOUSTON-BUSH;Midwest US;    Hub;Gates 70-90;31.12.2018;272.0;293;Somewhat clean;Very safe;1
2389;3200;Sunday;CATHAY PACIFIC;HONG KONG;Asia;    Hub;Gates 1-12;01.01.2018;210.0;267;Somewhat clean;Somewhat safe;1
2390;2536;Saturday;JETBLUE;BOSTON;East US;Large;Gates 1-12;31.12.2018;150.0;116;Somewhat clean;Somewhat safe;1
2391;1591;Wednesday;UNITED INTL;HONG KONG;Asia;Hub;Gates 91-102;31.12.2018;180.0;188;Clean;Very safe;1
2392;723;Wednesday;CATHAY PACIFIC;HONG KONG;Asia;Hub;Gates 1-12;31.12.2018;170.0;291;Somewhat clean;Somewhat safe;1
2393;1997;Tuesday;UNITED;BALTIMORE;East US;Medium;Gates 60-69;31.12.2018;125.0;217;Somewhat clean;Very safe;1
2394;2572;Tuesday;JETBLUE;LONG BEACH;West US;Small;Gates 1-12;31.12.2018;105.0;182;Somewhat clean;Somewhat safe;0
2395;266;Friday;AIR CANADA;TORONTO;Canada/Mexico;    Hub;Gates 91-102;31.12.2018;175.0;197;Average;Neutral;0
2396;1039;Friday;AIR CANADA;CALGARY;Canada/Mexico;Medium     ;Gates 91-102;31.12.2018;245.0;209;Somewhat clean;Neutral;0
2397;2565;Saturday;INTERJET;GUADALAJARA;Canada/Mexico;Medium;Gates 1-12;31.12.2018;165.0;272;Clean;Very safe;1
2398;1692;Sunday;ALASKA;SANTA ANA;West US;Medium;Gates 50-59;31.12.2018;307.0;202;Somewhat dirty;Neutral;0
2399;1909;Tuesday;UNITED;BOSTON;East US;Large;Gates 70-90;31.12.2018;145.0;155;Clean;Somewhat safe;1
2400;3085;Tuesday;UNITED;SPOKANE;West US;Small;Gates 70-90;31.12.2018;82.0;199;Somewhat clean;Somewhat safe;1
2401;2643;Tuesday;JETBLUE;NEW YORK-JFK;East US;Hub;Gates 1-12;31.12.2018;150.0;150;Somewhat clean;Somewhat safe;1
2402;2182;Wednesday;QANTAS;SYDNEY;Australia/New Zealand;Hub     ;Gates 1-12;31.12.2018;885.0;222;Clean;Very safe;1
2403;793;Sunday;ALASKA;BALTIMORE;East US;Medium;Gates 50-59;31.12.2018;165.0;170;Somewhat clean;Somewhat safe;0
2404;2188;Wednesday;QANTAS;SYDNEY;Australia/New Zealand;Hub;Gates 1-12;31.12.2018;150.0;169;Clean;Very safe;1
2405;493;Sunday;UNITED;DENVER;West US;Hub;Gates 70-90;31.12.2018;296.0;278;Somewhat clean;Neutral;1
2406;2515;Friday;ALASKA;SALT LAKE CITY;West US;Medium;Gates 1-12;31.12.2018;240.0;120;Average;Somewhat unsafe;0
2408;2079;Friday;JETBLUE;LONG BEACH;West US;Small;Gates 1-12;31.12.2018;89.00000000000021;256;Somewhat clean;Somewhat safe;0
2409;2833;Tuesday;UNITED;BURBANK;West US;Small;Gates 70-90;31.12.2018;93.0;201;Clean;Somewhat safe;1
2411;2722;Friday;UNITED;CHICAGO-O'HARE;Midwest US;Hub;Gates 60-69;31.12.2018;195.0;100;Average;Somewhat safe;1
2412;2097;Monday;UNITED INTL;MEXICO CITY;Canada/Mexico;Hub     ;Gates 91-102;31.12.2018;145.0;239;Somewhat clean;Somewhat safe;1
2413;2101;Tuesday;AMERICAN;PHOENIX;West US;Hub     ;Gates 50-59;31.12.2018;91.0000000000001;114;Clean;Very safe;1
2414;2774;Sunday;WOW;REYKJAVIK;Europe;Small;Gates 1-12;31.12.2018;160.0;247;Somewhat clean;Neutral;1
2415;2546;Saturday;JETBLUE;BOSTON;East US;Large;Gates 1-12;31.12.2018;135.0;284;Somewhat clean;Somewhat safe;1
2416;1733;Monday;AIR CANADA;TORONTO;Canada/Mexico;Hub;Gates 91-102;31.12.2018;150.0;156;Somewhat clean;Very safe;1
2417;766;Sunday;ALASKA;NEW YORK-JFK;East US;Hub;Gates 50-59;31.12.2018;105.0;168;Somewhat clean;Neutral;0
2418;243;Thursday;UNITED;NASHVILLE;Midwest US;Medium     ;Gates 70-90;31.12.2018;80.0000000000002;209;Somewhat clean;Very safe;1
2420;2369;Tuesday;JETBLUE;FT. LAUDERDALE;East US;Large;Gates 1-12;31.12.2018;136.0;110;Clean;Very safe;1
2421;709;Wednesday;CATHAY PACIFIC;HONG KONG;Asia;Hub;Gates 1-12;31.12.2018;185.0;219;Average;Very safe;0
2422;1999;Tuesday;UNITED;BALTIMORE;East US;Medium;Gates 60-69;31.12.2018;215.0;144;Clean;Very safe;1
2423;2360;Wednesday;UNITED;AUSTIN;Midwest US;Medium;Gates 70-90;31.12.2018;105.0;150;Average;Somewhat safe;1
2424;1868;Sunday;ALASKA;KAHULUI;West US;Small;Gates 50-59;31.12.2018;205.0;287;Somewhat clean;Very safe;1
2425;2547;Saturday;JETBLUE;LONG BEACH;West US;Small;Gates 1-12;31.12.2018;72.9999999999999;204;Clean;Somewhat safe;1
2426;3051;Sunday;PHILIPPINE AIRLINES;MANILA;Asia;Medium;Gates 1-12;01.01.2018;395.0;204;Average;Somewhat safe;1
2427;2351;Wednesday;UNITED;AUSTIN;Midwest US;Medium;Gates 70-90;31.12.2018;115.0;125;Clean;Very safe;1
2429;330;Friday;ALASKA;SAN DIEGO;West US;    Medium;Gates 50-59;31.12.2018;156.0;256;Somewhat clean;Somewhat safe;1
2431;2828;Tuesday;UNITED;BURBANK;West US;Small;Gates 70-90;31.12.2018;123.0;141;Clean;Very safe;1
2432;2421;Tuesday;UNITED;HONOLULU;West US;    Medium;Gates 70-90;31.12.2018;300.0;220;Clean;Very safe;1
2433;2404;Wednesday;AIR FRANCE/KLM;PARIS-DE GAULLE;eur;    Hub;Gates 1-12;31.12.2018;250.0;270;Somewhat clean;Very safe;1
2434;968;Friday;LUFTHANSA;MUNICH;Europe;Hub;Gates 91-102;31.12.2018;175.0;297;Somewhat clean;Somewhat safe;1
2435;1823;Sunday;ALASKA;RALEIGH-DURHAM;East US;Medium;Gates 50-59;31.12.2018;85.0;279;Somewhat clean;Neutral;1
2436;2155;Thursday;CATHAY PACIFIC;HONG KONG;Asia;Hub;Gates 1-12;31.12.2018;125.0;107;Somewhat clean;Somewhat safe;1
2437;1165;Thursday;DELTA;NEW YORK-JFK;East US;Hub;Gates 40-48;31.12.2018;105.0;179;Somewhat clean;Very safe;1
2438;989;Friday;LUFTHANSA;MUNICH;Europe;Hub;Gates 91-102;31.12.2018;145.0;280;Clean;Very safe;1
2439;1606;Thursday;VIRGIN ATLANTIC;LONDON HEATHROW;Europe;Hub;Gates 1-12;31.12.2018;170.0;187;Clean;Somewhat safe;1
2440;2179;Wednesday;QANTAS;SYDNEY;Australia/New Zealand;Hub     ;Gates 1-12;31.12.2018;270.0;131;Somewhat clean;Somewhat safe;1
2441;6;Tuesday;SOUTHWEST;LOS ANGELES;West US;    Hub;Gates 20-39;31.12.2018;140.0;230;Clean;Very safe;1
2442;2811;Thursday;DELTA;LOS ANGELES;West US;    Hub;Gates 40-48;31.12.2018;85.0;258;Somewhat clean;Neutral;0
2443;1709;Sunday;AIR FRANCE/KLM;PARIS-DE GAULLE;Europe;Hub;Gates 1-12;31.12.2018;300.0;126;Clean;Very safe;1
2445;1464;Tuesday;ALASKA;NEW YORK-JFK;East US;Hub;Gates 50-59;31.12.2018;120.0;208;Clean;Somewhat safe;1
2446;1852;Wednesday;SOUTHWEST;SAN DIEGO;West US;Medium;Gates 20-39;31.12.2018;110.0;282;Clean;Very safe;1
2448;2370;Wednesday;UNITED;AUSTIN;Midwest US;Medium;Gates 70-90;31.12.2018;210.0;100;Somewhat clean;Very safe;1
2449;2116;Monday;UNITED INTL;MEXICO CITY;Canada/Mexico;Hub;Gates 91-102;31.12.2018;220.0;200;Average;Somewhat safe;1
2450;1848;Monday;TURKISH AIRLINES;ISTANBUL;middle east;Hub     ;Gates 91-102;31.12.2018;135.0;282;Somewhat clean;Neutral;1
2451;103;Tuesday;UNITED;WASHINGTON DC-DULLES;EAST US;    Medium;Gates 70-90;31.12.2018;130.0;145;Somewhat clean;Very safe;1
2452;2983;Wednesday;AMERICAN;CHARLOTTE;East US;Hub;Gates 50-59;31.12.2018;105.0;139;Somewhat clean;Very safe;1
2453;3140;Thursday;DELTA;SALT LAKE CITY;West US;Medium;Gates 40-48;31.12.2018;105.0;274;Somewhat clean;Somewhat safe;1
